ID,Gender,Age_group,Age_months,Trial_absolute,Trial_condition,Condition,Comp_prop_correct,Partner_identification,Share
Child.3.26,M,4,48.9,2,2,UntrustworthyPartner,0.5,1,1
Child.3.26,M,4,48.9,3,3,UntrustworthyPartner,0.5,1,1
Child.3.26,M,4,48.9,4,4,UntrustworthyPartner,0.5,1,1
Child.3.26,M,4,48.9,5,1,TrustworthyPartner,0.5,1,0
Child.3.26,M,4,48.9,6,2,TrustworthyPartner,0.5,1,1
Child.3.26,M,4,48.9,7,3,TrustworthyPartner,0.5,1,1
Child.3.26,M,4,48.9,8,4,TrustworthyPartner,0.5,1,0
Child.3.26,M,4,48.9,9,5,UntrustworthyPartner,0.5,1,1
Child.3.26,M,4,48.9,10,6,UntrustworthyPartner,0.5,1,1
Child.3.26,M,4,48.9,11,7,UntrustworthyPartner,0.5,1,1
Child.3.26,M,4,48.9,12,8,UntrustworthyPartner,0.5,1,1
Child.3.26,M,4,48.9,13,5,TrustworthyPartner,0.5,1,0
Child.3.26,M,4,48.9,14,6,TrustworthyPartner,0.5,1,1
Child.3.26,M,4,48.9,15,7,TrustworthyPartner,0.5,1,1
Child.3.26,M,4,48.9,16,8,TrustworthyPartner,0.5,1,1
Child.3.27,M,4,57.7,1,1,TrustworthyPartner,0.67,1,1
Child.3.27,M,4,57.7,2,2,TrustworthyPartner,0.67,1,1
Child.3.27,M,4,57.7,3,3,TrustworthyPartner,0.67,1,1
Child.3.27,M,4,57.7,4,4,TrustworthyPartner,0.67,1,1
Child.3.27,M,4,57.7,5,1,UntrustworthyPartner,0.67,1,1
Child.3.27,M,4,57.7,6,2,UntrustworthyPartner,0.67,1,0
Child.3.27,M,4,57.7,7,3,UntrustworthyPartner,0.67,1,1
Child.3.27,M,4,57.7,8,4,UntrustworthyPartner,0.67,1,0
Child.3.27,M,4,57.7,9,5,TrustworthyPartner,0.67,1,0
Child.3.27,M,4,57.7,10,6,TrustworthyPartner,0.67,1,1
Child.3.27,M,4,57.7,11,7,TrustworthyPartner,0.67,1,0
Child.3.27,M,4,57.7,12,8,TrustworthyPartner,0.67,1,1
Child.3.27,M,4,57.7,13,5,UntrustworthyPartner,0.67,1,0
Child.3.27,M,4,57.7,14,6,UntrustworthyPartner,0.67,1,1
Child.3.27,M,4,57.7,15,7,UntrustworthyPartner,0.67,1,0
Child.3.27,M,4,57.7,16,8,UntrustworthyPartner,0.67,1,0
Child.3.28,M,4,59.5,1,1,UntrustworthyPartner,0.5,1,0
Child.3.28,M,4,59.5,2,2,UntrustworthyPartner,0.5,1,1
Child.3.28,M,4,59.5,3,3,UntrustworthyPartner,0.5,1,1
Child.3.28,M,4,59.5,4,4,UntrustworthyPartner,0.5,1,0
Child.3.28,M,4,59.5,5,1,TrustworthyPartner,0.5,1,0
Child.3.28,M,4,59.5,6,2,TrustworthyPartner,0.5,1,1
Child.3.28,M,4,59.5,7,3,TrustworthyPartner,0.5,1,1
Child.3.28,M,4,59.5,8,4,TrustworthyPartner,0.5,1,0
Child.3.28,M,4,59.5,9,5,UntrustworthyPartner,0.5,1,0
Child.3.28,M,4,59.5,10,6,UntrustworthyPartner,0.5,1,1
Child.3.28,M,4,59.5,11,7,UntrustworthyPartner,0.5,1,1
Child.3.28,M,4,59.5,12,8,UntrustworthyPartner,0.5,1,0
Child.3.28,M,4,59.5,13,5,TrustworthyPartner,0.5,1,1
Child.3.28,M,4,59.5,14,6,TrustworthyPartner,0.5,1,1
Child.3.28,M,4,59.5,15,7,TrustworthyPartner,0.5,1,1
Child.3.28,M,4,59.5,16,8,TrustworthyPartner,0.5,1,1
Child.3.29,F,6,73.8,1,1,UntrustworthyPartner,1,1,0
Child.3.29,F,6,73.8,2,2,UntrustworthyPartner,1,1,1
Child.3.29,F,6,73.8,3,3,UntrustworthyPartner,1,1,0
Child.3.29,F,6,73.8,4,4,UntrustworthyPartner,1,1,1
Child.3.29,F,6,73.8,5,1,TrustworthyPartner,1,1,0
Child.3.29,F,6,73.8,6,2,TrustworthyPartner,1,1,1
Child.3.29,F,6,73.8,7,3,TrustworthyPartner,1,1,0
Child.3.29,F,6,73.8,8,4,TrustworthyPartner,1,1,1
Child.3.29,F,6,73.8,9,5,UntrustworthyPartner,1,1,0
Child.3.29,F,6,73.8,10,6,UntrustworthyPartner,1,1,1
Child.3.29,F,6,73.8,11,7,UntrustworthyPartner,1,1,0
Child.3.29,F,6,73.8,12,8,UntrustworthyPartner,1,1,1
Child.3.29,F,6,73.8,13,5,TrustworthyPartner,1,1,1
Child.3.29,F,6,73.8,14,6,TrustworthyPartner,1,1,0
Child.3.29,F,6,73.8,15,7,TrustworthyPartner,1,1,1
Child.3.29,F,6,73.8,16,8,TrustworthyPartner,1,1,0
Child.3.30,F,6,75.8,1,1,UntrustworthyPartner,0.83,1,0
Child.3.30,F,6,75.8,2,2,UntrustworthyPartner,0.83,1,1
Child.3.30,F,6,75.8,3,3,UntrustworthyPartner,0.83,1,1
Child.3.30,F,6,75.8,4,4,UntrustworthyPartner,0.83,1,0
Child.3.30,F,6,75.8,5,1,TrustworthyPartner,0.83,1,1
Child.3.30,F,6,75.8,6,2,TrustworthyPartner,0.83,1,0
Child.3.30,F,6,75.8,7,3,TrustworthyPartner,0.83,1,1
Child.3.30,F,6,75.8,8,4,TrustworthyPartner,0.83,1,1
Child.3.30,F,6,75.8,9,5,UntrustworthyPartner,0.83,1,0
Child.3.30,F,6,75.8,10,6,UntrustworthyPartner,0.83,1,1
Child.3.30,F,6,75.8,11,7,UntrustworthyPartner,0.83,1,0
Child.3.30,F,6,75.8,12,8,UntrustworthyPartner,0.83,1,0
Child.3.30,F,6,75.8,13,5,TrustworthyPartner,0.83,1,1
Child.3.30,F,6,75.8,14,6,TrustworthyPartner,0.83,1,0
Child.3.30,F,6,75.8,15,7,TrustworthyPartner,0.83,1,1
Child.3.30,F,6,75.8,16,8,TrustworthyPartner,0.83,1,0
Child.3.31,M,4,59.1,1,1,TrustworthyPartner,0.67,1,0
Child.3.31,M,4,59.1,2,2,TrustworthyPartner,0.67,1,1
Child.3.31,M,4,59.1,3,3,TrustworthyPartner,0.67,1,0
Child.3.31,M,4,59.1,4,4,TrustworthyPartner,0.67,1,1
Child.3.31,M,4,59.1,5,1,UntrustworthyPartner,0.67,1,0
Child.3.31,M,4,59.1,6,2,UntrustworthyPartner,0.67,1,1
Child.3.31,M,4,59.1,7,3,UntrustworthyPartner,0.67,1,0
Child.3.31,M,4,59.1,8,4,UntrustworthyPartner,0.67,1,1
Child.3.31,M,4,59.1,9,5,TrustworthyPartner,0.67,1,0
Child.3.31,M,4,59.1,10,6,TrustworthyPartner,0.67,1,1
Child.3.31,M,4,59.1,11,7,TrustworthyPartner,0.67,1,0
Child.3.31,M,4,59.1,12,8,TrustworthyPartner,0.67,1,1
Child.3.31,M,4,59.1,13,5,UntrustworthyPartner,0.67,1,1
Child.3.31,M,4,59.1,14,6,UntrustworthyPartner,0.67,1,0
Child.3.31,M,4,59.1,15,7,UntrustworthyPartner,0.67,1,1
Child.3.31,M,4,59.1,16,8,UntrustworthyPartner,0.67,1,0
Child.3.32,M,6,75.4,1,1,TrustworthyPartner,0.83,1,0
Child.3.32,M,6,75.4,2,2,TrustworthyPartner,0.83,1,0
Child.3.32,M,6,75.4,3,3,TrustworthyPartner,0.83,1,0
Child.3.32,M,6,75.4,4,4,TrustworthyPartner,0.83,1,0
Child.3.32,M,6,75.4,5,1,UntrustworthyPartner,0.83,1,0
Child.3.32,M,6,75.4,6,2,UntrustworthyPartner,0.83,1,0
Child.3.32,M,6,75.4,7,3,UntrustworthyPartner,0.83,1,0
Child.3.32,M,6,75.4,8,4,UntrustworthyPartner,0.83,1,0
Child.3.32,M,6,75.4,9,5,TrustworthyPartner,0.83,1,0
Child.3.32,M,6,75.4,10,6,TrustworthyPartner,0.83,1,0
Child.3.32,M,6,75.4,11,7,TrustworthyPartner,0.83,1,0
Child.3.32,M,6,75.4,12,8,TrustworthyPartner,0.83,1,0
Child.3.32,M,6,75.4,13,5,UntrustworthyPartner,0.83,1,0
Child.3.32,M,6,75.4,14,6,UntrustworthyPartner,0.83,1,0
Child.3.32,M,6,75.4,15,7,UntrustworthyPartner,0.83,1,0
Child.3.32,M,6,75.4,16,8,UntrustworthyPartner,0.83,1,0
